,restaurant,rating,genre,price,address
490,My Cosy Corner,3.3,"Chinese, Singaporean",SGD20 for two,"Coronation Plaza, Bukit Timah, Singapore"
491,Jalan Sultan Prawn Mee,-,"Singaporean, Chinese",SGD30 for two,"Geylang Road, Kallang, Singapore"
492,The Curry Wok,-,"Chinese, Hainanese, Teochew",SGD50 for two,"Dunearn Road, Bukit Timah, Singapore"
493,Goldleaf Restaurant,-,"Taiwanese, Singaporean, Chinese",SGD50 for two,"Amoy Street, Outram, Singapore"
494,Pietro Ristorante Italiano,2.8,"Pizza, Italian",SGD70 for two,"Seletar Hills, Serangoon, Singapore"
495,Tian Fu Fried Bee Hoon,-,"Singaporean, Chinese",SGD20 for two,"Telok Ayer Street, Downtown Core, Singapore"
496,Pepper Bowl,-,"Singaporean, Chinese",SGD20 for two,"Maxwell Road, Downtown Core, Singapore"
497,Yong Kee Lontong Crispy Curry Puff,-,"Indian, Singaporean, Chinese",SGD20 for two,"Upper Thomson Road, Ang Mo Kio, Singapore"
498,Bakez & Blenz,-,"Cafe, Juices",SGD20 for two,"Pickering Street, Outram, Singapore"
499,California Pizza Kitchen,3.4,"Italian, Pizza, American",SGD60 for two,"Forum Mall, Orchard, Singapore"
500,Mei Ling Street Wanton Noodle,-,"Singaporean, Chinese",SGD20 for two,"Mei Chin, Queenstown, Singapore"
