,title,genre,rating,price,address
407,The Red Chillies Bar Lounge,North Indian,3.6,"₹1,600 for two","Malad West, Mumbai"
408,Ibiza Resto Bar & Cafe,"North Indian, Chinese, Continental, Desserts, Beverages",3.7,"₹1,200 for two","Vashi, Navi Mumbai"
409,Club Sirkus,"Finger Food, Pizza",4.0,"₹3,000 for two","Sahara Star, Vile Parle East, Mumbai"
410,The Tipsy Tiger Garden Bar,"American, Chinese, Continental, Beverages",3.6,"₹1,900 for two","Peninsula Redpine, Marol, Mumbai"
411,The Tandoor Rest-o-Bar - Rudra Shelter International,"Continental, South Indian, North Indian, Chinese",4.3,"₹1,200 for two","Rudra Shelter International, Vasai, Mumbai"
412,Ambience Bar & Kitchen,"Chinese, North Indian, Seafood, Finger Food, Biryani, Fast Food, Mughlai, Italian",4.0,"₹1,200 for two","Lower Parel, Mumbai"
413,Zenzibu Da Sky Lounge,"Chinese, Italian, North Indian",3.8,"₹1,700 for two","Kopar Khairane, Navi Mumbai"
414,Club Illusions,"Continental, Mexican, Asian, Fast Food",4.1,"₹2,700 for two","Andheri Lokhandwala, Andheri West, Mumbai"
415,Spices Restaurant & Bar,"North Indian, Chinese, Mughlai, Indonesian, Kebab, Seafood, Finger Food, Malwani",3.8,₹650 for two,"Kopar Khairane, Navi Mumbai"
416,QBV,"Fast Food, Finger Food, Chinese, North Indian",3.6,"₹1,200 for two","Malad West, Mumbai"
417,Urban Village,"North Indian, Chinese, Maharashtrian, Fast Food, Shake",3.8,"₹2,000 for two","Ghodbunder Road, Thane"
418,Mumbai Local Bar & Kitchen,"Bar Food, North Indian, Chinese",3.8,"₹1,800 for two","Parel, Mumbai"
419,Vatika Garden Resto Bar,North Indian,3.2,"₹1,000 for two","Mira Road, Mumbai"
420,Tiqri Bar & Lounge - Taj Santacruz,Finger Food,4.1,"₹2,500 for two","Taj Santacruz, Santacruz East, Mumbai"
421,Leo 89,"North Indian, Mughlai, Chinese",3.8,"₹1,300 for two","Chembur, Mumbai"
422,Chi - Italy,"Chinese, Italian, Fast Food, Pizza",3.7,"₹1,000 for two","Malad West, Mumbai"
423,Rocky Star Cocktail Bar,"European, Mediterranean, Beverages",4.5,"₹2,600 for two","Worli, Mumbai"
424,Road House Bluez,"Chinese, Fast Food, Pizza",4.3,"₹1,800 for two","Azad Nagar, Mumbai"
425,Opium Den - Trident Nariman Point,Finger Food,3.8,"₹3,000 for two","Trident, Nariman Point, Mumbai"
426,Trilok Family Restaurant & Bar,"Chinese, North Indian, Seafood, Mughlai, Finger Food, Kebab, Biryani, Sichuan",3.1,₹600 for two,"Matunga East, Mumbai"
427,The Beachcomber - Sun N Sand Hotel,Finger Food,3.9,"₹3,000 for two","Sun n Sand Hotel, Juhu, Mumbai"
428,Force Lounge,"North Indian, Mexican, Continental, Italian, Chinese",3.6,"₹1,200 for two","Royal Challenge Complex, Goregaon , Mumbai"
429,Mighty Small,"Continental, American",3.9,"₹1,200 for two","Kamala Mills Compound, Mumbai"
430,Maujja,"North Indian, Oriental, Chinese, Bar Food, Desserts, Beverages",4.0,"₹1,500 for two","Vile Parle East, Mumbai"
431,Bar 87 - Ramada Powai Hotel And Convention Centre,"Finger Food, North Indian, Desserts, Beverages",3.9,"₹1,900 for two","Ramada Powai Hotel & Convention Centre, Powai, Mumbai"
432,Tipplers Lounge - Four Points By Sheraton,Finger Food,3.6,"₹2,600 for two","Four Points by Sheraton, Vashi, Navi Mumbai"
433,BarCode Lounge,"North Indian, Continental, Chinese, Beverages",4.0,"₹1,600 for two","Mira Road, Mumbai"
434,Farmhouse Rooftop Lounge,"Chinese, North Indian, Mughlai, Fast Food, Seafood, Bar Food, Asian, Biryani",4.0,"₹1,600 for two","Vasai, Mumbai"
435,Wings,"North Indian, Continental, Chinese, Finger Food, Pizza",3.7,"₹1,700 for two","Vasai, Mumbai"
436,Merlin's Karaoke Bar - The Orchid,Finger Food,3.9,"₹2,500 for two","The Orchid, Vile Parle East, Mumbai"
437,Frolic Lounge And Bar - Hotel Sai Palace Grand,"Continental, Chinese, North Indian, Pizza, Finger Food",3.7,"₹3,000 for two","Hotel Sai Palace Grand, Malad West, Mumbai"
438,Mahesh Lunch Home & Bar,"North Indian, Chinese, Maharashtrian, Finger Food, Mughlai, Kebab",3.5,₹600 for two,"Kurla, Mumbai"
439,RD Lounge,"North Indian, Bar Food",3.8,"₹1,500 for two","Kalwa, Thane"
440,The Wine Table,Finger Food,3.8,"₹2,000 for two","Powai, Mumbai"
441,Hotel S3 Park,"North Indian, Asian, Continental, Mughlai, Maharashtrian, South Indian, Sichuan",3.6,"₹1,000 for two","Ambernath, Thane"
442,Wink - President,"Finger Food, Japanese",4.1,"₹4,500 for two","President, Cuffe Parade, Mumbai"
443,Durga Restaurant And Bar,"North Indian, Chinese, Seafood, Finger Food, Hyderabadi, Biryani, Kebab",4.2,₹800 for two,"Matunga East, Mumbai"
444,The Shelter,"North Indian, Chinese, Mughlai, Seafood, Malwani, Beverages",3.9,"₹1,600 for two","Naupada, Thane West, Thane"
445,South Coast Hotel - Nisarga,"Chinese, Seafood, North Indian, Rolls",4.1,"₹1,500 for two","Ghansoli, Navi Mumbai"
446,Datt Family Restaurant and Bar,"Bar Food, Chinese, Maharashtrian, Seafood, North Indian, Sichuan",3.2,₹700 for two,"Old Panvel, Navi Mumbai"
447,Shiv Shakti,"North Indian, Chinese, Mughlai, Malwani, Biryani",3.4,₹600 for two,"Bandra East, Mumbai"
448,Vrindavan Restaurant & Bar,"Chinese, North Indian, Mughlai, Seafood, Kebab, Biryani, Sandwich, Finger Food",3.7,₹600 for two,"Malad West, Mumbai"
449,Peninsula Next,"North Indian, Mughlai, Chinese, Fast Food, Beverages",3.8,"₹1,200 for two","Sion, Mumbai"
450,Golden Chimney,"North Indian, Seafood, Chinese",4.0,₹950 for two,"Girgaum, Mumbai"
451,The Ghetto,"Italian, Continental, Fast Food",3.9,"₹1,600 for two","Breach Candy, Mumbai"
452,Bay View Bar,"North Indian, Chinese, Continental, Mughlai, Desserts",3.6,"₹1,500 for two","Citizen Hotel, Juhu, Mumbai"
453,90ML Bar & Kitchen,"Continental, Asian, North Indian, Finger Food",4.1,"₹1,400 for two","Bandra East, Mumbai"
454,Tropics Bar - Taj Lands End,Finger Food,3.5,"₹3,000 for two","Taj Lands End, Bandra, Mumbai"
455,Renault Bar & Restaurant,"Chinese, North Indian, Thai, Fast Food, Seafood",3.9,₹800 for two,"Byculla, Mumbai"
456,O22 Bar Lounge - Trident,Finger Food,3.6,"₹5,000 for two","Trident, Bandra Kurla Complex, Mumbai"
457,Arena Lounge,"North Indian, Fast Food, Thai, Bar Food, Mughlai, Beverages, Continental",3.6,"₹1,500 for two","Dombivali East, Thane"
458,Six Degrees - The Leela Mumbai,"Finger Food, Continental, Italian",3.6,"₹5,000 for two","The Leela Mumbai, Chakala, Mumbai"
459,Curry N Spice- Yogi Executive,"North Indian, Chinese, Thai, Italian",3.8,"₹1,500 for two","Hotel Yogi Executive, Vashi, Navi Mumbai"
460,Dirty Buns SoBo,"American, Korean",3.8,"₹2,000 for two","Breach Candy, Mumbai"
461,DRINX Stock Market Bar,Finger Food,3.6,₹800 for two,"Juhu, Mumbai"
462,Fredericks Lounge - ITC Grand Central,Finger Food,3.6,"₹3,000 for two","ITC Grand Central, Parel, Mumbai"
463,Bombay High - ITC Maratha,"Finger Food, Pizza, Bar Food, Mughlai, Fast Food",3.5,"₹5,000 for two","ITC Maratha, Chakala, Mumbai"
464,Vrindavan,"Chinese, North Indian, Malwani, Kebab, Seafood, Biryani, Beverages",3.4,₹700 for two,"Near Andheri East Station, Mumbai"
465,HOP : House of Party,"Finger Food, Continental, Asian, Bar Food, Desserts, Pizza",4.2,"₹2,000 for two","Andheri Lokhandwala, Andheri West, Mumbai"
466,Rasoi Restaurant & Bar,"Chinese, Mughlai, North Indian, Biryani, Kebab",3.3,₹500 for two,"Nerul, Navi Mumbai"
467,Bliss,"Continental, Chinese, North Indian",3.3,₹800 for two,"Mira Road, Mumbai"
468,B Desi,"Bar Food, Mughlai, Continental, Asian, Mexican, Italian",3.8,"₹2,000 for two","Veera Desai Area, Mumbai"
469,Sai Dhaba Family Restaurant And Bar,"Chinese, North Indian, Mughlai",3.7,"₹1,000 for two","Upvan, Thane West, Thane"
470,Akshith Kitchen & Bar,"North Indian, Chinese, Thai",3.6,₹900 for two,"Mira Road, Mumbai"
471,Timeless Restaurant,"North Indian, Chinese, Mughlai, Seafood, Biryani, Desserts, Finger Food, Sichuan",3.5,₹800 for two,"Mira Road, Mumbai"
472,24x7 Lounge,"Continental, Mexican",3.1,₹500 for two,"Vile Parle East, Mumbai"
473,Atithi,"North Indian, Mughlai, Chinese, Thai, Seafood, Sichuan",4.0,"₹1,800 for two","Mulund West, Mumbai"
474,The Champagne Lounge - The Oberoi Mumbai,Finger Food,3.5,"₹3,000 for two","The Oberoi, Nariman Point, Mumbai"
475,Krishna Resto-Bar,"Malwani, North Indian, Mughlai, Chinese",3.8,"₹1,200 for two","Naupada, Thane West, Thane"
476,Ashwith Family Dining Bar,"North Indian, Chinese, Sichuan, Seafood, Street Food, Biryani, Desserts, Beverages",4.0,₹800 for two,"CBD-Belapur, Navi Mumbai"
477,The Oasis - Country Inn & Suites By Radisson,"North Indian, Chinese, Seafood, Finger Food",3.6,"₹1,400 for two","Ghansoli, Navi Mumbai"
478,Dublin The Irish Bar - ITC Grand Central,Finger Food,3.8,"₹3,750 for two","ITC Grand Central, Parel, Mumbai"
479,Slice of Lime,"Continental, Finger Food",3.7,"₹1,500 for two","Times Square, Marol, Mumbai"
480,Club Escape,"Finger Food, Beverages",2.0,"₹2,000 for two","Veera Desai Area, Mumbai"
481,9Tanki,"Chinese, North Indian",3.6,"₹2,000 for two","Vashi, Navi Mumbai"
482,Cafe Orritel,"North Indian, Chinese, Sandwich, Beverages",3.9,"₹1,000 for two","Andheri Lokhandwala, Andheri West, Mumbai"
483,Cabo Farms,"North Indian, Chinese, Continental, Mughlai, Malwani",3.5,"₹1,000 for two","Owale, Thane West, Thane"
484,Eighteen The Lounge - The Westin Mumbai Garden City,Finger Food,4.0,"₹2,700 for two","The Westin Mumbai Garden City, Goregaon East, Mumbai"
485,Vicious Circle Kitchen And Bar,"North Indian, Chinese, Mughlai",3.9,"₹1,500 for two","Vashi, Navi Mumbai"
486,B Cuisines & Cocktails,"Continental, Lebanese, North Indian",4.0,"₹2,300 for two","Hotel Krishna Palace, Grant Road, Mumbai"
487,Reflections - JW Marriott Mumbai Juhu,"Finger Food, Bar Food, Pizza, Fast Food",3.7,"₹4,000 for two","JW Marriott Mumbai Juhu, Juhu, Mumbai"
488,Grand Centre Restaurant & Bar,"Chinese, North Indian, Kebab, Seafood",3.1,"₹1,400 for two","Tardeo, Mumbai"
489,Sai Sannidhi Restaurant & Bar,"North Indian, Chinese, Kebab, Mughlai, Seafood, Mangalorean, Biryani",3.8,"₹1,000 for two","Dahisar East, Mumbai"
490,Janta Bar N Restaurant,"North Indian, Chinese, Mughlai, Finger Food",3.3,₹700 for two,"Lower Parel, Mumbai"
491,Aum Fine Dine,"North Indian, Chinese, Thai, Continental, Shake",3.4,"₹1,100 for two","Malad West, Mumbai"
492,Spice & Ice Resto Bar,"North Indian, Chinese, Biryani",3.6,₹700 for two,"Chakala, Mumbai"
493,Parsley - The Lounge,"Chinese, Fast Food, North Indian, Kebab, Beverages",3.0,"₹1,300 for two","Malad West, Mumbai"
494,Sneha Bar & Restaurant,"North Indian, Chinese, Rolls",2.9,₹400 for two,"Bhayandar, Mumbai"
495,72 - Holiday Inn,Finger Food,4.0,"₹2,500 for two","Holiday Inn, Sakinaka, Mumbai"
496,Northern Tadka,North Indian,3.3,₹900 for two,"Times Square, Marol, Mumbai"
497,Cooling Tower Cafe,"Continental, Italian, Asian, Coffee, Beverages",3.7,"₹1,100 for two","Cooling Tower, Goregaon East, Mumbai"
498,District Lounge - The Shalimar Hotel,"North Indian, Continental, Fast Food",3.7,"₹1,200 for two","The Shalimar Hotel, Kemps Corner, Mumbai"
499,Fuel The Lounge,"American, Chinese, Continental",3.7,"₹1,900 for two","Powai, Mumbai"
500,Adarsh Restaurant & Bar,"North Indian, Mughlai, Mangalorean, Ice Cream, Beverages",3.4,₹800 for two,"Chembur, Mumbai"
